id,date,id_attraction,attraction_name,interrompu,ouvert,operation,hour,min,week,day,month,year
6,2024-02-10 00:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,0,0,6,10,2,2024
20,2024-02-10 01:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,1,0,6,10,2,2024
34,2024-02-10 02:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,2,0,6,10,2,2024
48,2024-02-10 03:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,3,0,6,10,2,2024
62,2024-02-10 04:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,4,0,6,10,2,2024
76,2024-02-10 05:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,5,0,6,10,2,2024
90,2024-02-10 06:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,6,0,6,10,2,2024
104,2024-02-10 07:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,7,0,6,10,2,2024
118,2024-02-10 08:00:00.000,D22,OBJECTIF MARS,0.0,0.0,0.0,8,0,6,10,2,2024
132,2024-02-10 09:00:00.000,D22,OBJECTIF MARS,0.0,0.25,0.25,9,0,6,10,2,2024
146,2024-02-10 10:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,10,0,6,10,2,2024
160,2024-02-10 11:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,11,0,6,10,2,2024
174,2024-02-10 12:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,12,0,6,10,2,2024
188,2024-02-10 13:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,13,0,6,10,2,2024
202,2024-02-10 14:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,14,0,6,10,2,2024
216,2024-02-10 15:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,15,0,6,10,2,2024
230,2024-02-10 16:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,16,0,6,10,2,2024
244,2024-02-10 17:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,17,0,6,10,2,2024
258,2024-02-10 18:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,18,0,6,10,2,2024
272,2024-02-10 19:00:00.000,D22,OBJECTIF MARS,0.0,1.0,1.0,19,0,6,10,2,2024
286,2024-02-10 20:00:00.000,D22,OBJECTIF MARS,0.6,0.55,0.0,20,0,6,10,2,2024
300,2024-02-10 21:00:00.000,D22,OBJECTIF MARS,1.0,0.0,0.0,21,0,6,10,2,2024
314,2024-02-10 22:00:00.000,D22,OBJECTIF MARS,1.0,0.0,0.0,22,0,6,10,2,2024
328,2024-02-10 23:00:00.000,D22,OBJECTIF MARS,1.0,0.0,0.0,23,0,6,10,2,2024
342,2024-02-11 00:00:00.000,D22,OBJECTIF MARS,1.0,0.0,0.0,0,0,7,11,2,2024
356,2024-02-11 01:00:00.000,D22,OBJECTIF MARS,1.0,0.0,0.0,1,0,7,11,2,2024
