date,visitor_count,elec_1,elec_2,elec_3,cycle_attraction_max,duty_cycle_max,capacite salle,capacite file d'attente,capacite pre-salle,is_weekend,jf,is_open,type_frequentation,temperature,temp_max,temp_min,temp_moy,humidite,humidite_max,humidite_min,humidite_moy,rayonnement_solaire,hour,min,day,month,year,week
2025-01-02 08:00:00,0,66.898,29.08,0.0,4.5,0.6,190,800,190,0,0,1,HF,7.85,9.4,5.15,6.883333,86.878845,98.961685,72.72385,90.01523,0.0,8,0,2,1,2025,1
2025-01-02 09:00:00,52,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,8.05,9.4,5.15,6.883333,95.99599,98.961685,72.72385,90.01523,0.0,9,0,2,1,2025,1
2025-01-02 10:00:00,248,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,8.7,9.4,5.15,6.883333,96.3428,98.961685,72.72385,90.01523,6.0,10,0,2,1,2025,1
2025-01-02 11:00:00,564,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,9.4,9.4,5.15,6.883333,97.34293,98.961685,72.72385,90.01523,10.0,11,0,2,1,2025,1
2025-01-02 12:00:00,578,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,7.5,9.4,5.15,6.883333,96.638855,98.961685,72.72385,90.01523,16.0,12,0,2,1,2025,1
2025-01-02 13:00:00,524,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,6.15,9.4,5.15,6.883333,97.94931,98.961685,72.72385,90.01523,21.0,13,0,2,1,2025,1
2025-01-02 14:00:00,367,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,6.8,9.4,5.15,6.883333,98.63579,98.961685,72.72385,90.01523,18.0,14,0,2,1,2025,1
2025-01-02 15:00:00,414,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,6.4,9.4,5.15,6.883333,97.27945,98.961685,72.72385,90.01523,18.0,15,0,2,1,2025,1
2025-01-02 16:00:00,379,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,6.1,9.4,5.15,6.883333,97.27298,98.961685,72.72385,90.01523,15.0,16,0,2,1,2025,1
2025-01-02 17:00:00,402,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.6,9.4,5.15,6.883333,96.58812,98.961685,72.72385,90.01523,9.0,17,0,2,1,2025,1
2025-01-02 18:00:00,280,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.55,9.4,5.15,6.883333,95.25059,98.961685,72.72385,90.01523,0.0,18,0,2,1,2025,1
2025-01-02 19:00:00,59,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.5,9.4,5.15,6.883333,97.259964,98.961685,72.72385,90.01523,0.0,19,0,2,1,2025,1
2025-01-02 20:00:00,25,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.65,9.4,5.15,6.883333,96.254135,98.961685,72.72385,90.01523,0.0,20,0,2,1,2025,1
2025-01-02 21:00:00,0,69.003,26.95,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.55,9.4,5.15,6.883333,97.26107,98.961685,72.72385,90.01523,0.0,21,0,2,1,2025,1
2025-01-02 22:00:00,0,70.708,29.14,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.15,9.4,5.15,6.883333,98.61769,98.961685,72.72385,90.01523,0.0,22,0,2,1,2025,1
2025-01-02 23:00:00,0,69.914,29.51,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.15,9.4,5.15,6.883333,98.961685,98.961685,72.72385,90.01523,0.0,23,0,2,1,2025,1
2025-01-03 00:00:00,0,42.548,26.66,0.0,4.5,0.6,190,800,190,0,0,1,HF,5.05,5.05,-0.2,3.4145832,99.30617,99.30617,72.33245,88.57621,0.0,0,0,3,1,2025,1
2025-01-03 01:00:00,0,43.578,27.87,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.6,5.05,-0.2,3.4145832,99.30366,99.30617,72.33245,88.57621,0.0,1,0,3,1,2025,1
2025-01-03 02:00:00,0,42.936,27.53,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.4,5.05,-0.2,3.4145832,98.95541,99.30617,72.33245,88.57621,0.0,2,0,3,1,2025,1
2025-01-03 03:00:00,0,43.312,27.52,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.05,5.05,-0.2,3.4145832,98.60545,99.30617,72.33245,88.57621,0.0,3,0,3,1,2025,1
2025-01-03 04:00:00,0,43.904,28.7,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.85,5.05,-0.2,3.4145832,98.256714,99.30617,72.33245,88.57621,0.0,4,0,3,1,2025,1
2025-01-03 05:00:00,0,46.401,27.57,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.7,5.05,-0.2,3.4145832,98.94951,99.30617,72.33245,88.57621,0.0,5,0,3,1,2025,1
2025-01-03 06:00:00,0,58.59,29.19,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.7,5.05,-0.2,3.4145832,98.60152,99.30617,72.33245,88.57621,0.0,6,0,3,1,2025,1
2025-01-03 07:00:00,0,62.018,31.22,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.6,5.05,-0.2,3.4145832,97.90712,99.30617,72.33245,88.57621,0.0,7,0,3,1,2025,1
2025-01-03 08:00:00,0,80.642,36.9,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.55,5.05,-0.2,3.4145832,97.56112,99.30617,72.33245,88.57621,0.0,8,0,3,1,2025,1
2025-01-03 09:00:00,59,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.5,5.05,-0.2,3.4145832,97.56014,99.30617,72.33245,88.57621,0.0,9,0,3,1,2025,1
2025-01-03 10:00:00,398,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.6,5.05,-0.2,3.4145832,95.176956,99.30617,72.33245,88.57621,16.0,10,0,3,1,2025,1
2025-01-03 11:00:00,651,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.0,5.05,-0.2,3.4145832,89.629944,99.30617,72.33245,88.57621,65.0,11,0,3,1,2025,1
2025-01-03 12:00:00,732,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.15,5.05,-0.2,3.4145832,86.201675,99.30617,72.33245,88.57621,88.0,12,0,3,1,2025,1
2025-01-03 13:00:00,562,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.4,5.05,-0.2,3.4145832,82.025665,99.30617,72.33245,88.57621,97.0,13,0,3,1,2025,1
2025-01-03 14:00:00,383,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.55,5.05,-0.2,3.4145832,79.158936,99.30617,72.33245,88.57621,116.0,14,0,3,1,2025,1
2025-01-03 15:00:00,390,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.7,5.05,-0.2,3.4145832,75.02407,99.30617,72.33245,88.57621,128.0,15,0,3,1,2025,1
2025-01-03 16:00:00,346,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,4.55,5.05,-0.2,3.4145832,72.33245,99.30617,72.33245,88.57621,110.0,16,0,3,1,2025,1
2025-01-03 17:00:00,357,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.95,5.05,-0.2,3.4145832,73.0108,99.30617,72.33245,88.57621,45.0,17,0,3,1,2025,1
2025-01-03 18:00:00,295,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,3.05,5.05,-0.2,3.4145832,75.83213,99.30617,72.33245,88.57621,2.0,18,0,3,1,2025,1
2025-01-03 19:00:00,59,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,2.55,5.05,-0.2,3.4145832,77.145386,99.30617,72.33245,88.57621,0.0,19,0,3,1,2025,1
2025-01-03 20:00:00,24,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,0,0,1,HF,1.35,5.05,-0.2,3.4145832,82.21707,99.30617,72.33245,88.57621,0.0,20,0,3,1,2025,1
2025-01-03 21:00:00,0,73.498,28.77,0.0,4.5,0.6,190,800,190,0,0,1,HF,0.95,5.05,-0.2,3.4145832,82.77047,99.30617,72.33245,88.57621,0.0,21,0,3,1,2025,1
2025-01-03 22:00:00,0,72.343,28.41,0.0,4.5,0.6,190,800,190,0,0,1,HF,0.35,5.05,-0.2,3.4145832,83.92274,99.30617,72.33245,88.57621,0.0,22,0,3,1,2025,1
2025-01-03 23:00:00,0,71.4695,28.8,0.0,4.5,0.6,190,800,190,0,0,1,HF,-0.2,5.05,-0.2,3.4145832,86.374016,99.30617,72.33245,88.57621,0.0,23,0,3,1,2025,1
2025-01-04 00:00:00,0,45.2155,27.03,0.0,4.5,0.6,190,800,190,1,0,1,HF,-0.35,11.55,-0.35,5.2937503,88.9463,98.311424,74.95641,88.04999,0.0,0,0,4,1,2025,1
2025-01-04 01:00:00,0,54.269,26.83,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.65,11.55,-0.35,5.2937503,83.95912,98.311424,74.95641,88.04999,0.0,1,0,4,1,2025,1
2025-01-04 02:00:00,0,45.747,26.28,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.4,11.55,-0.35,5.2937503,88.360825,98.311424,74.95641,88.04999,0.0,2,0,4,1,2025,1
2025-01-04 03:00:00,0,44.705,26.52,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.5,11.55,-0.35,5.2937503,86.130135,98.311424,74.95641,88.04999,0.0,3,0,4,1,2025,1
2025-01-04 04:00:00,0,47.241,27.52,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.4,11.55,-0.35,5.2937503,85.174515,98.311424,74.95641,88.04999,0.0,4,0,4,1,2025,1
2025-01-04 05:00:00,0,56.819,26.48,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.6,11.55,-0.35,5.2937503,84.26254,98.311424,74.95641,88.04999,0.0,5,0,4,1,2025,1
2025-01-04 06:00:00,0,57.416,28.12,0.0,4.5,0.6,190,800,190,1,0,1,HF,0.75,11.55,-0.35,5.2937503,83.97123,98.311424,74.95641,88.04999,0.0,6,0,4,1,2025,1
2025-01-04 07:00:00,0,69.502,29.04,0.0,4.5,0.6,190,800,190,1,0,1,HF,1.0,11.55,-0.35,5.2937503,83.08155,98.311424,74.95641,88.04999,0.0,7,0,4,1,2025,1
2025-01-04 08:00:00,0,91.496,35.84,0.0,4.5,0.6,190,800,190,1,0,1,HF,1.3,11.55,-0.35,5.2937503,83.11954,98.311424,74.95641,88.04999,0.0,8,0,4,1,2025,1
2025-01-04 09:00:00,41,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,1.75,11.55,-0.35,5.2937503,82.26996,98.311424,74.95641,88.04999,0.0,9,0,4,1,2025,1
2025-01-04 10:00:00,227,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,2.75,11.55,-0.35,5.2937503,80.33391,98.311424,74.95641,88.04999,29.0,10,0,4,1,2025,1
2025-01-04 11:00:00,413,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,4.45,11.55,-0.35,5.2937503,75.52385,98.311424,74.95641,88.04999,71.0,11,0,4,1,2025,1
2025-01-04 12:00:00,281,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,5.85,11.55,-0.35,5.2937503,74.95641,98.311424,74.95641,88.04999,85.0,12,0,4,1,2025,1
2025-01-04 13:00:00,159,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,6.9,11.55,-0.35,5.2937503,79.22876,98.311424,74.95641,88.04999,84.0,13,0,4,1,2025,1
2025-01-04 14:00:00,145,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,7.2,11.55,-0.35,5.2937503,86.81505,98.311424,74.95641,88.04999,159.0,14,0,4,1,2025,1
2025-01-04 15:00:00,132,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,6.7,11.55,-0.35,5.2937503,97.62157,98.311424,74.95641,88.04999,50.0,15,0,4,1,2025,1
2025-01-04 16:00:00,173,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,7.85,11.55,-0.35,5.2937503,98.311424,98.311424,74.95641,88.04999,12.0,16,0,4,1,2025,1
2025-01-04 17:00:00,65,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,10.55,11.55,-0.35,5.2937503,97.36667,98.311424,74.95641,88.04999,8.0,17,0,4,1,2025,1
2025-01-04 18:00:00,48,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.15,11.55,-0.35,5.2937503,97.05559,98.311424,74.95641,88.04999,1.0,18,0,4,1,2025,1
2025-01-04 19:00:00,22,138.24135079250001,47.74749999999999,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.25,11.55,-0.35,5.2937503,97.05787,98.311424,74.95641,88.04999,0.0,19,0,4,1,2025,1
2025-01-04 20:00:00,0,50.23,25.46,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.55,11.55,-0.35,5.2937503,95.15029,98.311424,74.95641,88.04999,0.0,20,0,4,1,2025,1
2025-01-04 21:00:00,0,45.674,25.1,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.2,11.55,-0.35,5.2937503,96.73446,98.311424,74.95641,88.04999,0.0,21,0,4,1,2025,1
2025-01-04 22:00:00,0,45.067,24.57,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.3,11.55,-0.35,5.2937503,94.50908,98.311424,74.95641,88.04999,0.0,22,0,4,1,2025,1
2025-01-04 23:00:00,0,45.202,25.29,0.0,4.5,0.6,190,800,190,1,0,1,HF,11.35,11.55,-0.35,5.2937503,93.25898,98.311424,74.95641,88.04999,0.0,23,0,4,1,2025,1
2025-01-05 00:00:00,0,40.356,23.12,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.25,13.75,10.35,11.883334,92.32363,92.332344,68.25059,78.52313,0.0,0,0,5,1,2025,1
2025-01-05 01:00:00,0,38.806,21.91,0.0,3.0,0.6,190,800,190,1,0,1,MF,10.85,13.75,10.35,11.883334,91.37563,92.332344,68.25059,78.52313,0.0,1,0,5,1,2025,1
2025-01-05 02:00:00,0,42.006,24.81,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.4,13.75,10.35,11.883334,92.332344,92.332344,68.25059,78.52313,0.0,2,0,5,1,2025,1
2025-01-05 03:00:00,0,40.075,23.28,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.7,13.75,10.35,11.883334,89.9169,92.332344,68.25059,78.52313,0.0,3,0,5,1,2025,1
2025-01-05 04:00:00,0,39.826,22.86,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.65,13.75,10.35,11.883334,86.95067,92.332344,68.25059,78.52313,0.0,4,0,5,1,2025,1
2025-01-05 05:00:00,0,40.602,23.45,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.4,13.75,10.35,11.883334,84.901085,92.332344,68.25059,78.52313,0.0,5,0,5,1,2025,1
2025-01-05 06:00:00,0,43.124,24.22,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.1,13.75,10.35,11.883334,84.29593,92.332344,68.25059,78.52313,0.0,6,0,5,1,2025,1
2025-01-05 07:00:00,0,47.51,24.99,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.05,13.75,10.35,11.883334,85.72756,92.332344,68.25059,78.52313,0.0,7,0,5,1,2025,1
2025-01-05 08:00:00,0,69.214,26.07,0.0,3.0,0.6,190,800,190,1,0,1,MF,10.55,13.75,10.35,11.883334,87.139114,92.332344,68.25059,78.52313,0.0,8,0,5,1,2025,1
2025-01-05 09:00:00,19,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,10.35,13.75,10.35,11.883334,83.92395,92.332344,68.25059,78.52313,1.0,9,0,5,1,2025,1
2025-01-05 10:00:00,69,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,10.75,13.75,10.35,11.883334,77.90258,92.332344,68.25059,78.52313,56.0,10,0,5,1,2025,1
2025-01-05 11:00:00,56,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.25,13.75,10.35,11.883334,74.3336,92.332344,68.25059,78.52313,76.0,11,0,5,1,2025,1
2025-01-05 12:00:00,28,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.3,13.75,10.35,11.883334,71.041794,92.332344,68.25059,78.52313,226.0,12,0,5,1,2025,1
2025-01-05 13:00:00,41,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.65,13.75,10.35,11.883334,69.666824,92.332344,68.25059,78.52313,280.0,13,0,5,1,2025,1
2025-01-05 14:00:00,41,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,13.2,13.75,10.35,11.883334,71.21405,92.332344,68.25059,78.52313,251.0,14,0,5,1,2025,1
2025-01-05 15:00:00,38,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,13.75,13.75,10.35,11.883334,69.41245,92.332344,68.25059,78.52313,249.0,15,0,5,1,2025,1
2025-01-05 16:00:00,35,138.24135079250001,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,13.6,13.75,10.35,11.883334,68.67884,92.332344,68.25059,78.52313,176.0,16,0,5,1,2025,1
2025-01-05 17:00:00,10,89.886,47.74749999999999,0.0,3.0,0.6,190,800,190,1,0,1,MF,13.15,13.75,10.35,11.883334,69.056625,92.332344,68.25059,78.52313,72.0,17,0,5,1,2025,1
2025-01-05 18:00:00,0,45.167,23.87,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.7,13.75,10.35,11.883334,69.67678,92.332344,68.25059,78.52313,3.0,18,0,5,1,2025,1
2025-01-05 19:00:00,0,45.287,24.18,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.65,13.75,10.35,11.883334,68.25059,92.332344,68.25059,78.52313,0.0,19,0,5,1,2025,1
2025-01-05 20:00:00,0,45.354,24.36,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.4,13.75,10.35,11.883334,70.81851,92.332344,68.25059,78.52313,0.0,20,0,5,1,2025,1
2025-01-05 21:00:00,0,44.339,23.34,0.0,3.0,0.6,190,800,190,1,0,1,MF,12.0,13.75,10.35,11.883334,74.46434,92.332344,68.25059,78.52313,0.0,21,0,5,1,2025,1
2025-01-05 22:00:00,0,44.943,23.74,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.9,13.75,10.35,11.883334,74.956535,92.332344,68.25059,78.52313,0.0,22,0,5,1,2025,1
2025-01-05 23:00:00,0,45.72925,24.92,0.0,3.0,0.6,190,800,190,1,0,1,MF,11.6,13.75,10.35,11.883334,76.19483,92.332344,68.25059,78.52313,0.0,23,0,5,1,2025,1
2025-01-06 00:00:00,0,41.10075,23.25,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.6,11.95,5.85,9.51875,74.64957,86.85427,67.27977,77.81069,0.0,0,0,6,1,2025,2
2025-01-06 01:00:00,0,40.237,22.07,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.6,11.95,5.85,9.51875,72.88178,86.85427,67.27977,77.81069,0.0,1,0,6,1,2025,2
2025-01-06 02:00:00,0,39.876,22.05,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.95,11.95,5.85,9.51875,73.94928,86.85427,67.27977,77.81069,0.0,2,0,6,1,2025,2
2025-01-06 03:00:00,0,40.424,22.53,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.65,11.95,5.85,9.51875,77.51188,86.85427,67.27977,77.81069,0.0,3,0,6,1,2025,2
2025-01-06 04:00:00,0,40.517,22.94,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.2,11.95,5.85,9.51875,83.45602,86.85427,67.27977,77.81069,0.0,4,0,6,1,2025,2
2025-01-06 05:00:00,0,39.991,21.88,0.0,3.0,0.6,190,800,190,0,0,0,BF,10.65,11.95,5.85,9.51875,86.85427,86.85427,67.27977,77.81069,0.0,5,0,6,1,2025,2
2025-01-06 06:00:00,0,41.22,23.32,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.9,11.95,5.85,9.51875,73.186386,86.85427,67.27977,77.81069,0.0,6,0,6,1,2025,2
2025-01-06 07:00:00,0,41.338,23.54,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.55,11.95,5.85,9.51875,75.6683,86.85427,67.27977,77.81069,0.0,7,0,6,1,2025,2
2025-01-06 08:00:00,0,62.552,23.35,0.0,3.0,0.6,190,800,190,0,0,0,BF,11.1,11.95,5.85,9.51875,81.76309,86.85427,67.27977,77.81069,0.0,8,0,6,1,2025,2
2025-01-06 09:00:00,0,69.918,27.38,0.0,3.0,0.6,190,800,190,0,0,0,BF,10.55,11.95,5.85,9.51875,84.23311,86.85427,67.27977,77.81069,0.0,9,0,6,1,2025,2
2025-01-06 10:00:00,0,73.876,26.12,0.0,3.0,0.6,190,800,190,0,0,0,BF,10.15,11.95,5.85,9.51875,81.918434,86.85427,67.27977,77.81069,43.0,10,0,6,1,2025,2
2025-01-06 11:00:00,0,73.536,25.02,0.0,3.0,0.6,190,800,190,0,0,0,BF,9.5,11.95,5.85,9.51875,82.68169,86.85427,67.27977,77.81069,154.0,11,0,6,1,2025,2
2025-01-06 12:00:00,0,74.316,27.29,0.0,3.0,0.6,190,800,190,0,0,0,BF,9.8,11.95,5.85,9.51875,76.95396,86.85427,67.27977,77.81069,147.0,12,0,6,1,2025,2
2025-01-06 13:00:00,0,71.893,24.56,0.0,3.0,0.6,190,800,190,0,0,0,BF,9.55,11.95,5.85,9.51875,77.18038,86.85427,67.27977,77.81069,174.0,13,0,6,1,2025,2
2025-01-06 14:00:00,0,73.023,25.22,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.75,11.95,5.85,9.51875,82.01851,86.85427,67.27977,77.81069,212.0,14,0,6,1,2025,2
2025-01-06 15:00:00,0,72.494,25.52,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.85,11.95,5.85,9.51875,72.11929,86.85427,67.27977,77.81069,153.0,15,0,6,1,2025,2
2025-01-06 16:00:00,0,70.834,23.07,0.0,3.0,0.6,190,800,190,0,0,0,BF,9.15,11.95,5.85,9.51875,67.27977,86.85427,67.27977,77.81069,165.0,16,0,6,1,2025,2
2025-01-06 17:00:00,0,69.699,21.52,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.3,11.95,5.85,9.51875,71.50936,86.85427,67.27977,77.81069,78.0,17,0,6,1,2025,2
2025-01-06 18:00:00,0,71.312,22.37,0.0,3.0,0.6,190,800,190,0,0,0,BF,7.55,11.95,5.85,9.51875,72.89736,86.85427,67.27977,77.81069,4.0,18,0,6,1,2025,2
2025-01-06 19:00:00,0,71.066,21.64,0.0,3.0,0.6,190,800,190,0,0,0,BF,7.35,11.95,5.85,9.51875,73.37824,86.85427,67.27977,77.81069,0.0,19,0,6,1,2025,2
2025-01-06 20:00:00,0,71.254,21.61,0.0,3.0,0.6,190,800,190,0,0,0,BF,6.9,11.95,5.85,9.51875,77.56993,86.85427,67.27977,77.81069,0.0,20,0,6,1,2025,2
2025-01-06 21:00:00,0,71.394,21.36,0.0,3.0,0.6,190,800,190,0,0,0,BF,6.6,11.95,5.85,9.51875,80.02682,86.85427,67.27977,77.81069,0.0,21,0,6,1,2025,2
2025-01-06 22:00:00,0,71.913,21.84,0.0,3.0,0.6,190,800,190,0,0,0,BF,6.4,11.95,5.85,9.51875,81.99786,86.85427,67.27977,77.81069,0.0,22,0,6,1,2025,2
2025-01-06 23:00:00,0,76.64875,27.13,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.85,11.95,5.85,9.51875,85.77122,86.85427,67.27977,77.81069,0.0,23,0,6,1,2025,2
2025-01-07 00:00:00,0,48.52125,22.74,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.35,9.15,3.85,6.535417,83.91747,97.64308,77.790726,90.61225,0.0,0,0,7,1,2025,2
2025-01-07 01:00:00,0,45.277,19.9,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.15,9.15,3.85,6.535417,86.00035,97.64308,77.790726,90.61225,0.0,1,0,7,1,2025,2
2025-01-07 02:00:00,0,45.052,19.83,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.95,9.15,3.85,6.535417,91.04775,97.64308,77.790726,90.61225,0.0,2,0,7,1,2025,2
2025-01-07 03:00:00,0,47.27,22.07,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.55,9.15,3.85,6.535417,91.98139,97.64308,77.790726,90.61225,0.0,3,0,7,1,2025,2
2025-01-07 04:00:00,0,47.591,22.73,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.05,9.15,3.85,6.535417,93.57836,97.64308,77.790726,90.61225,0.0,4,0,7,1,2025,2
2025-01-07 05:00:00,0,55.758,27.91,0.0,3.0,0.6,190,800,190,0,0,0,BF,4.95,9.15,3.85,6.535417,89.3894,97.64308,77.790726,90.61225,0.0,5,0,7,1,2025,2
2025-01-07 06:00:00,0,60.724,25.6,0.0,3.0,0.6,190,800,190,0,0,0,BF,4.45,9.15,3.85,6.535417,95.88097,97.64308,77.790726,90.61225,0.0,6,0,7,1,2025,2
2025-01-07 07:00:00,0,50.672,23.87,0.0,3.0,0.6,190,800,190,0,0,0,BF,4.45,9.15,3.85,6.535417,95.544586,97.64308,77.790726,90.61225,0.0,7,0,7,1,2025,2
2025-01-07 08:00:00,0,49.662,23.04,0.0,3.0,0.6,190,800,190,0,0,0,BF,4.15,9.15,3.85,6.535417,94.86282,97.64308,77.790726,90.61225,0.0,8,0,7,1,2025,2
2025-01-07 09:00:00,0,61.426,29.91,0.0,3.0,0.6,190,800,190,0,0,0,BF,3.85,9.15,3.85,6.535417,94.85063,97.64308,77.790726,90.61225,1.0,9,0,7,1,2025,2
2025-01-07 10:00:00,0,64.194,26.47,0.0,3.0,0.6,190,800,190,0,0,0,BF,5.0,9.15,3.85,6.535417,92.92136,97.64308,77.790726,90.61225,62.0,10,0,7,1,2025,2
2025-01-07 11:00:00,0,60.208,22.43,0.0,3.0,0.6,190,800,190,0,0,0,BF,6.8,9.15,3.85,6.535417,89.22721,97.64308,77.790726,90.61225,182.0,11,0,7,1,2025,2
2025-01-07 12:00:00,0,56.036,23.75,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.3,9.15,3.85,6.535417,77.790726,97.64308,77.790726,90.61225,269.0,12,0,7,1,2025,2
2025-01-07 13:00:00,0,48.224,22.34,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.25,9.15,3.85,6.535417,78.32789,97.64308,77.790726,90.61225,126.0,13,0,7,1,2025,2
2025-01-07 14:00:00,0,49.46,23.76,0.0,3.0,0.6,190,800,190,0,0,0,BF,9.15,9.15,3.85,6.535417,78.19388,97.64308,77.790726,90.61225,155.0,14,0,7,1,2025,2
2025-01-07 15:00:00,0,50.052,23.98,0.0,3.0,0.6,190,800,190,0,0,0,BF,8.6,9.15,3.85,6.535417,85.17445,97.64308,77.790726,90.61225,88.0,15,0,7,1,2025,2
